〇	líng,xīng,yuán
犒劳	kào,láo
犒赏	kào,shǎng
靠边	kào,biān
靠垫	kào,diàn
靠近	kào,jìn
靠拢	kào,lǒng
靠山	kào,shān
靠枕	kào,zhěn
科班	kē,bān
科处	kē,chǔ
科第	kē,dì
科技	kē,jì
科甲	kē,jiǎ
科举	kē,jǔ
科克	kē,kè
科盲	kē,máng
科目	kē,mù
科普	kē,pǔ
科室	kē,shì
科学	kē,xué
棵子	kē,zǐ
窠臼	kē,jiù
颗粒	kē,lì
磕碰	kē,pèng
瞌睡	kē,shuì
蝌蚪	kē,dǒu
咳痰	ké,tán
可数	kě,shǔ
渴慕	kě,mù
渴念	kě,niàn
渴盼	kě,pàn
渴求	kě,qiú
渴望	kě,wàng
渴想	kě,xiǎng
克复	kè,fù
克己	kè,jǐ
克扣	kè,kòu
克隆	kè,lóng
克日	kè,rì
克星	kè,xīng
克制	kè,zhì
刻板	kè,bǎn
刻本	kè,běn
刻刀	kè,dāo
刻工	kè,gōng
刻画	kè,huà
刻苦	kè,kǔ
刻丝	kè,sī
刻下	kè,xià
刻写	kè,xiě
刻意	kè,yì
刻印	kè,yìn
刻字	kè,zì
恪守	kè,shǒu
客帮	kè,bāng
客船	kè,chuán
客串	kè,chuàn
客店	kè,diàn
客队	kè,duì
客饭	kè,fàn
客房	kè,fáng
客官	kè,guān
客户	kè,hù
客货	kè,huò
客机	kè,jī
客籍	kè,jí
客居	kè,jū
客流	kè,liú
客轮	kè,lún
客满	kè,mǎn
客气	kè,qì
客人	kè,rén
客商	kè,shāng
客舍	kè,shè
客室	kè,shì
客死	kè,sǐ
客堂	kè,táng
客套	kè,tào
客厅	kè,tīng
客土	kè,tǔ
客位	kè,wèi
客席	kè,xí
客星	kè,xīng
客姓	kè,xìng
客源	kè,yuán
客运	kè,yùn
客栈	kè,zhàn
客座	kè,zuò
课本	kè,běn
课表	kè,biǎo
课程	kè,chéng
课目	kè,mù
课时	kè,shí
课室	kè,shì
课税	kè,shuì
课堂	kè,táng
课题	kè,tí
课外	kè,wài
课文	kè,wén
课业	kè,yè
课余	kè,yú
课桌	kè,zhuō
骒马	kè,mǎ
缂丝	kè,sī
溘然	kè,rán
肯定	kěn,dìng
垦复	kěn,fù
垦荒	kěn,huāng
恳请	kěn,qǐng
恳求	kěn,qiú
恳谈	kěn,tán
恳托	kěn,tuō
恳挚	kěn,zhì
坑道	kēng,dào
坑害	kēng,hài
坑井	kēng,jǐng
坑木	kēng,mù
坑骗	kēng,piàn
坑人	kēng,rén
坑洼	kēng,wā
铿铿	kēng,kēng
铿锵	kēng,qiāng
铿然	kēng,rán
空载	kōng,zǎi
倥偬	kǒng,zǒng
箜篌	kōng,hóu
孔道	kǒng,dào
孔洞	kǒng,dòng
孔府	kǒng,fǔ
孔径	kǒng,jìng
孔林	kǒng,lín
孔庙	kǒng,miào
孔隙	kǒng,xì
孔穴	kǒng,xué
孔子	kǒng,zǐ
恐怖	kǒng,bù
恐慌	kǒng,huāng
恐惧	kǒng,jù
恐龙	kǒng,lóng
恐怕	kǒng,pà
抠搜	kōu,sōu
口岸	kǒu,àn
口碑	kǒu,bēi
口才	kǒu,cái
口吃	kǒu,chī
口齿	kǒu,chǐ
口疮	kǒu,chuāng
口袋	kǒu,dài
口福	kǒu,fú
口腹	kǒu,fù
口感	kǒu,gǎn
口惠	kǒu,huì
口技	kǒu,jì
口紧	kǒu,jǐn
口径	kǒu,jìng
口诀	kǒu,jué
口渴	kǒu,kě
口快	kǒu,kuài
口粮	kǒu,liáng
口蘑	kǒu,mó
口气	kǒu,qì
口器	kǒu,qì
口腔	kǒu,qiāng
口琴	kǒu,qín
口轻	kǒu,qīng
口哨	kǒu,shào
口舌	kǒu,shé
口实	kǒu,shí
口试	kǒu,shì
口授	kǒu,shòu
口述	kǒu,shù
口水	kǒu,shuǐ
口诵	kǒu,sòng
口算	kǒu,suàn
口谈	kǒu,tán
口外	kǒu,wài
口味	kǒu,wèi
口吻	kǒu,wěn
口误	kǒu,wù
口形	kǒu,xíng
口型	kǒu,xíng
口译	kǒu,yì
口音	kǒu,yīn
口谕	kǒu,yù
口罩	kǒu,zhào
口子	kǒu,zi
叩拜	kòu,bài
叩关	kòu,guān
叩阍	kòu,hūn
叩击	kòu,jī
叩门	kòu,mén
叩首	kòu,shǒu
叩问	kòu,wèn
叩谢	kòu,xiè
叩诊	kòu,zhěn
扣除	kòu,chú
扣儿	kòu,ér
扣减	kòu,jiǎn
扣篮	kòu,lán
扣留	kòu,liú
扣球	kòu,qiú
扣杀	kòu,shā
扣押	kòu,yā
扣眼	kòu,yǎn
扣住	kòu,zhù
扣子	kòu,zi
枯草	kū,cǎo
枯肠	kū,cháng
枯槁	kū,gǎo
枯涸	kū,hé
枯黄	kū,huáng
枯寂	kū,jì
枯焦	kū,jiāo
枯竭	kū,jié
枯井	kū,jǐng
枯木	kū,mù
枯荣	kū,róng
枯涩	kū,sè
枯瘦	kū,shòu
枯树	kū,shù
枯水	kū,shuǐ
枯萎	kū,wěi
枯朽	kū,xiǔ
枯燥	kū,zào
枯坐	kū,zuò
哭灵	kū,líng
哭泣	kū,qì
哭穷	kū,qióng
哭诉	kū,sù
窟窿	kū,lóng
窟穴	kū,xué
窟宅	kū,zhái
骷髅	kū,lóu
苦楚	kǔ,chǔ
苦胆	kǔ,dǎn
苦工	kǔ,gōng
苦功	kǔ,gōng
苦瓜	kǔ,guā
苦果	kǔ,guǒ
苦海	kǔ,hǎi
苦寒	kǔ,hán
苦活	kǔ,huó
苦境	kǔ,jìng
苦酒	kǔ,jiǔ
苦口	kǔ,kǒu
苦苦	kǔ,kǔ
苦劳	kǔ,láo
苦力	kǔ,lì
苦脸	kǔ,liǎn
苦命	kǔ,mìng
苦恼	kǔ,nǎo
苦情	kǔ,qíng
苦涩	kǔ,sè
苦事	kǔ,shì
苦水	kǔ,shuǐ
苦痛	kǔ,tòng
苦味	kǔ,wèi
苦笑	kǔ,xiào
苦心	kǔ,xīn
苦刑	kǔ,xíng
苦学	kǔ,xué
苦役	kǔ,yì
苦于	kǔ,yú
苦战	kǔ,zhàn
苦衷	kǔ,zhōng
苦竹	kǔ,zhú
苦主	kǔ,zhǔ
库存	kù,cún
库缎	kù,duàn
库房	kù,fáng
库仑	kù,lún
库容	kù,róng
裤衩	kù,chǎ
裤裆	kù,dāng
裤兜	kù,dōu
裤管	kù,guǎn
裤脚	kù,jiǎo
裤裙	kù,qún
裤筒	kù,tǒng
裤腿	kù,tuǐ
裤腰	kù,yāo
裤子	kù,zi
酷爱	kù,ài
酷寒	kù,hán
酷吏	kù,lì
酷烈	kù,liè
酷热	kù,rè
酷暑	kù,shǔ
酷刑	kù,xíng
侉子	kuǎ,zǐ
胯子	kuà,zǐ
跨进	kuà,jìn
跨栏	kuà,lán
跨业	kuà,yè
跨越	kuà,yuè
块根	kuài,gēn
块规	kuài,guī
块茎	kuài,jīng
块垒	kuài,lěi
快板	kuài,bǎn
快报	kuài,bào
快餐	kuài,cān
快递	kuài,dì
快感	kuài,gǎn
快攻	kuài,gōng
快活	kuài,huó
快件	kuài,jiàn
快捷	kuài,jié
快马	kuài,mǎ
快慢	kuài,màn
快门	kuài,mén
快事	kuài,shì
快手	kuài,shǒu
快书	kuài,shū
快速	kuài,sù
快艇	kuài,tǐng
快慰	kuài,wèi
快意	kuài,yì
快照	kuài,zhào
快嘴	kuài,zuǐ
筷子	kuài,zi
宽敞	kuān,chǎng
宽畅	kuān,chàng
宽带	kuān,dài
宽贷	kuān,dài
宽甸	kuān,diàn
宽泛	kuān,fàn
宽宏	kuān,hóng
宽厚	kuān,hòu
宽旷	kuān,kuàng
宽阔	kuān,kuò
宽免	kuān,miǎn
宽饶	kuān,ráo
宽仁	kuān,rén
宽容	kuān,róng
宽舒	kuān,shū
宽恕	kuān,shù
宽松	kuān,sōng
宽慰	kuān,wèi
宽限	kuān,xiàn
宽心	kuān,xīn
宽衣	kuān,yī
宽宥	kuān,yòu
宽余	kuān,yú
宽裕	kuān,yù
宽窄	kuān,zhǎi
宽展	kuān,zhǎn
款步	kuǎn,bù
款冬	kuǎn,dōng
款额	kuǎn,é
款款	kuǎn,kuǎn
款留	kuǎn,liú
款洽	kuǎn,qià
款式	kuǎn,shì
款项	kuǎn,xiàng
款子	kuǎn,zǐ
匡扶	kuāng,fú
匡复	kuāng,fù
匡救	kuāng,jiù
匡谬	kuāng,miù
匡算	kuāng,suàn
诓骗	kuāng,piàn
哐啷	kuāng,lāng
筐子	kuāng,zǐ
狂傲	kuáng,ào
狂飙	kuáng,biāo
狂草	kuáng,cǎo
狂潮	kuáng,cháo
狂跌	kuáng,diē
狂放	kuáng,fàng
狂吠	kuáng,fèi
狂吼	kuáng,hǒu
狂呼	kuáng,hū
狂欢	kuáng,huān
狂叫	kuáng,jiào
狂澜	kuáng,lán
狂乱	kuáng,luàn
狂怒	kuáng,nù
狂气	kuáng,qì
狂热	kuáng,rè
狂人	kuáng,rén
狂涛	kuáng,tāo
狂妄	kuáng,wàng
狂喜	kuáng,xǐ
狂想	kuáng,xiǎng
狂笑	kuáng,xiào
狂言	kuáng,yán
狂野	kuáng,yě
狂饮	kuáng,yǐn
狂躁	kuáng,zào
旷达	kuàng,dá
旷代	kuàng,dài
旷荡	kuàng,dàng
旷废	kuàng,fèi
旷工	kuàng,gōng
旷古	kuàng,gǔ
旷课	kuàng,kè
旷世	kuàng,shì
旷野	kuàng,yě
旷职	kuàng,zhí
况味	kuàng,wèi
矿层	kuàng,céng
矿产	kuàng,chǎn
矿床	kuàng,chuáng
矿灯	kuàng,dēng
矿工	kuàng,gōng
矿井	kuàng,jǐng
矿坑	kuàng,kēng
矿泉	kuàng,quán
矿砂	kuàng,shā
矿山	kuàng,shān
矿务	kuàng,wù
矿物	kuàng,wù
矿冶	kuàng,yě
矿业	kuàng,yè
矿源	kuàng,yuán
矿渣	kuàng,zhā
矿柱	kuàng,zhù
框架	kuàng,jià
框框	kuàng,kuàng
框图	kuàng,tú
框子	kuàng,zi
亏本	kuī,běn
亏短	kuī,duǎn
亏负	kuī,fù
亏耗	kuī,hào
亏欠	kuī,qiàn
亏蚀	kuī,shí
亏损	kuī,sǔn
亏心	kuī,xīn
岿然	kuī,rán
岿巍	kuī,wēi
盔子	kuī,zǐ
窥测	kuī,cè
窥察	kuī,chá
窥视	kuī,shì
窥探	kuī,tàn
葵花	kuí,huā
魁岸	kuí,àn
魁首	kuí,shǒu
魁伟	kuí,wěi
魁梧	kuí,wú
魁星	kuí,xīng
睽睽	kuí,kuí
跬步	kuǐ,bù
喟然	kuì,rán
喟叹	kuì,tàn
馈电	kuì,diàn
馈送	kuì,sòng
馈线	kuì,xiàn
馈赠	kuì,zèng
溃脓	huì,nóng
愧恨	kuì,hèn
愧悔	kuì,huǐ
愧疚	kuì,jiù
愧赧	kuì,nǎn
愧色	kuì,sè
愧痛	kuì,tòng
坤表	kūn,biǎo
坤甸	kūn,diàn
坤伶	kūn,líng
昆布	kūn,bù
昆虫	kūn,chóng
昆剧	kūn,jù
昆明	kūn,míng
昆腔	kūn,qiāng
昆山	kūn,shān
昆仲	kūn,zhòng
鲲鹏	kūn,péng
捆绑	kǔn,bǎng
捆缚	kǔn,fù
困惫	kùn,bèi
困顿	kùn,dùn
困厄	kùn,è
困乏	kùn,fá
困惑	kùn,huò
困境	kùn,jìng
困窘	kùn,jiǒng
困倦	kùn,juàn
困苦	kùn,kǔ
困穷	kùn,qióng
困扰	kùn,rǎo
困人	kùn,rén
困守	kùn,shǒu
扩编	kuò,biān
扩充	kuò,chōng
扩建	kuò,jiàn
扩军	kuò,jūn
扩孔	kuò,kǒng
扩印	kuò,yìn
扩展	kuò,zhǎn
扩张	kuò,zhāng
蛞蝓	kuò,yú
阔步	kuò,bù
阔佬	kuò,lǎo
阔气	kuò,qì
阔人	kuò,rén
阔野	kuò,yě
廓清	kuò,qīng
垃圾	lā,jī
邋遢	lā,tà
喇叭	lǎ,bā
蜡白	là,bái
蜡板	là,bǎn
蜡版	là,bǎn
蜡笔	là,bǐ
蜡花	là,huā
蜡黄	là,huáng
蜡泪	là,lèi
蜡疗	là,liáo
蜡染	là,rǎn
蜡人	là,rén
蜡丸	là,wán
蜡像	là,xiàng
蜡纸	là,zhǐ
蜡烛	là,zhú
瘌痢	là,lì
辣酱	là,jiàng
辣椒	là,jiāo
辣手	là,shǒu
辣味	là,wèi
辣子	là,zǐ
来宾	lái,bīn
来潮	lái,cháo
来到	lái,dào
来电	lái,diàn
来犯	lái,fàn
来访	lái,fǎng
来稿	lái,gǎo
来归	lái,guī
来函	lái,hán
来回	lái,huí
来火	lái,huǒ
来件	lái,jiàn
来客	lái,kè
来历	lái,lì
来临	lái,lín
来路	lái,lù
来年	lái,nián
来去	lái,qù
来人	lái,rén
来日	lái,rì
来生	lái,shēng
来使	lái,shǐ
来世	lái,shì
来势	lái,shì
来事	lái,shì
来书	lái,shū
来往	lái,wǎng
来文	lái,wén
来意	lái,yì
来由	lái,yóu
来源	lái,yuán
来者	lái,zhě
来自	lái,zì
莱菔	lái,fú
莱塞	lái,sè
莱芜	lái,wú
赖婚	lài,hūn
赖皮	lài,pí
赖债	lài,zhài
赖账	lài,zhàng
癞瓜	lài,guā
癞痢	là,lì
癞子	lài,zǐ
兰花	lán,huā
兰谱	lán,pǔ
兰亭	lán,tíng
兰州	lán,zhōu
拦洪	lán,hóng
拦击	lán,jī
拦劫	lán,jié
拦截	lán,jié
拦路	lán,lù
拦网	lán,wǎng
拦腰	lán,yāo
拦阻	lán,zǔ
栏目	lán,mù
阑入	lán,rù
阑珊	lán,shān
蓝本	lán,běn
蓝靛	lán,diàn
蓝矾	lán,fán
蓝鲸	lán,jīng
蓝田	lán,tián
蓝图	lán,tú
蓝藻	lán,zǎo
谰言	lán,yán
褴褛	lán,lǚ
篮筐	lán,kuāng
篮球	lán,qiú
篮子	lán,zi
览胜	lǎn,shèng
揽工	lǎn,gōng
揽活	lǎn,huó
揽货	lǎn,huò
揽客	lǎn,kè
揽权	lǎn,quán
揽胜	lǎn,shèng
缆绳	lǎn,shéng
缆索	lǎn,suǒ
懒虫	lǎn,chóng
懒怠	lǎn,dài
懒惰	lǎn,duò
懒汉	lǎn,hàn
懒猴	lǎn,hóu
烂漫	làn,màn
烂熟	làn,shú
烂账	làn,zhàng
烂醉	làn,zuì
滥伐	làn,fá
滥交	làn,jiāo
滥觞	làn,shāng
滥用	làn,yòng
狼狈	láng,bèi
狼狗	láng,gǒu
狼孩	láng,hái
狼毫	láng,háo
狼窝	láng,wō
狼烟	láng,yān
阆苑	làng,yuàn
廊坊	láng,fáng
稂莠	láng,yǒu
朗朗	lǎng,lǎng
朗声	lǎng,shēng
朗诵	lǎng,sòng
浪潮	làng,cháo
浪船	làng,chuán
浪荡	làng,dàng
浪费	làng,fèi
浪花	làng,huā
浪迹	làng,jì
浪漫	làng,màn
浪人	làng,rén
浪涛	làng,tāo
浪游	làng,yóu
浪子	làng,zǐ
捞本	lāo,běn
捞摸	lāo,mō
捞取	lāo,qǔ
捞着	lāo,zhe
劳保	láo,bǎo
劳瘁	láo,cuì
劳动	láo,dòng
劳顿	láo,dùn
劳乏	láo,fá
劳烦	láo,fán
劳方	láo,fāng
劳改	láo,gǎi
劳工	láo,gōng
劳驾	láo,jià
劳金	láo,jīn
劳倦	láo,juàn
劳军	láo,jūn
劳苦	láo,kǔ
劳力	láo,lì
劳神	láo,shén
劳师	láo,shī
劳损	láo,sǔn
劳务	láo,wù
劳心	láo,xīn
劳役	láo,yì
劳逸	láo,yì
劳资	láo,zī
劳作	láo,zuò
牢房	láo,fáng
牢固	láo,gù
牢记	láo,jì
牢靠	láo,kào
牢牢	láo,láo
牢实	láo,shí
牢稳	láo,wěn
牢狱	láo,yù
崂山	láo,shān
痨病	láo,bìng
醪糟	láo,zāo
老媪	lǎo,ǎo
老板	lǎo,bǎn
老伴	lǎo,bàn
老鸨	lǎo,bǎo
老辈	lǎo,bèi
老本	lǎo,běn
老表	lǎo,biǎo
老兵	lǎo,bīng
老病	lǎo,bìng
老财	lǎo,cái
老巢	lǎo,cháo
老成	lǎo,chéng
老粗	lǎo,cū
老旦	lǎo,dàn
老到	lǎo,dào
老道	lǎo,dào
老爹	lǎo,diē
老哥	lǎo,gē
老公	lǎo,gōng
老鸹	lǎo,guā
老汉	lǎo,hàn
老虎	lǎo,hǔ
老话	lǎo,huà
老茧	lǎo,jiǎn
老境	lǎo,jìng
老酒	lǎo,jiǔ
老君	lǎo,jūn
老辣	lǎo,là
老例	lǎo,lì
老脸	lǎo,liǎn
老练	lǎo,liàn
老林	lǎo,lín
老路	lǎo,lù
老迈	lǎo,mài
老耄	lǎo,mào
老命	lǎo,mìng
老母	lǎo,mǔ
老年	lǎo,nián
老娘	lǎo,niáng
老农	lǎo,nóng
老牌	lǎo,pái
老派	lǎo,pài
老婆	lǎo,pó
老气	lǎo,qì
老拳	lǎo,quán
老人	lǎo,rén
老弱	lǎo,ruò
老身	lǎo,shēn
老生	lǎo,shēng
老师	lǎo,shī
老实	lǎo,shí
老式	lǎo,shì
老是	lǎo,shì
老手	lǎo,shǒu
老鼠	lǎo,shǔ
老态	lǎo,tài
老饕	lǎo,tāo
老套	lǎo,tào
老天	lǎo,tiān
老土	lǎo,tǔ
老外	lǎo,wài
老翁	lǎo,wēng
老窝	lǎo,wō
老乡	lǎo,xiāng
老小	lǎo,xiǎo
老兄	lǎo,xiōng
老朽	lǎo,xiǔ
老鸦	lǎo,yā
老幺	lǎo,yāo
老爷	lǎo,yé
老鹰	lǎo,yīng
老营	lǎo,yíng
老友	lǎo,yǒu
老幼	lǎo,yòu
老妪	lǎo,yù
老早	lǎo,zǎo
老丈	lǎo,zhàng
老账	lǎo,zhàng
老者	lǎo,zhě
老子	lǎo,zi
老总	lǎo,zǒng
姥爷	lǎo,ye
涝害	lào,hài
涝灾	lào,zāi
酪酸	lào,suān
乐段	yuè,duàn
乐清	yuè,qīng
乐声	yuè,shēng
勒逼	lè,bī
勒令	lè,lìng
勒庞	lè,páng
勒索	lè,suǒ
雷池	léi,chí
雷达	léi,dá
雷电	léi,diàn
雷动	léi,dòng
雷公	léi,gōng
雷管	léi,guǎn
雷害	léi,hài
雷击	léi,jī
雷龙	léi,lóng
雷鸣	léi,míng
雷鸟	léi,niǎo
雷霆	léi,tíng
雷丸	léi,wán
檑木	lèi,mù
羸顿	léi,dùn
羸弱	léi,ruò
耒耜	lěi,sì
垒球	lěi,qiú
磊磊	lěi,lěi
肋膜	lèi,mó
泪痕	lèi,hén
泪花	lèi,huā
泪人	lèi,rén
泪水	lèi,shuǐ
泪腺	lèi,xiàn
泪眼	lèi,yǎn
泪珠	lèi,zhū
类比	lèi,bǐ
类乎	lèi,hū
类聚	lèi,jù
类书	lèi,shū
类推	lèi,tuī
类型	lèi,xíng
累次	lěi,cì
累积	lěi,jī
累及	lěi,jí
累计	lěi,jì
累加	lěi,jiā
累进	lěi,jìn
累累	lěi,lěi
累卵	léi,luǎn
累年	lěi,nián
累世	lěi,shì
累月	lěi,yuè
累赘	léi,zhuì
棱子	léng,zǐ
冷布	lěng,bù
冷菜	lěng,cài
冷餐	lěng,cān
冷淡	lěng,dàn
冷冻	lěng,dòng
冷锋	lěng,fēng
冷敷	lěng,fū
冷宫	lěng,gōng
冷光	lěng,guāng
冷害	lěng,hài
冷荤	lěng,hūn
冷货	lěng,huò
冷寂	lěng,jì
冷箭	lěng,jiàn
冷噤	lěng,jìn
冷静	lěng,jìng
冷峻	lěng,jùn
冷库	lěng,kù
冷酷	lěng,kù
冷门	lěng,mén
冷面	lěng,miàn
冷漠	lěng,mò
冷凝	lěng,níng
冷暖	lěng,nuǎn
冷盘	lěng,pán
冷僻	lěng,pì
冷气	lěng,qì
冷枪	lěng,qiāng
冷峭	lěng,qiào
冷清	lěng,qīng
冷泉	lěng,quán
冷却	lěng,què
冷热	lěng,rè
冷霜	lěng,shuāng
冷水	lěng,shuǐ
冷烫	lěng,tàng
冷天	lěng,tiān
冷笑	lěng,xiào
冷眼	lěng,yǎn
冷艳	lěng,yàn
冷饮	lěng,yǐn
冷遇	lěng,yù
冷轧	lěng,zhá
冷战	lěng,zhàn
冷字	lěng,zì
愣神	lèng,shén
愣怔	lèng,zhēng
愣住	lèng,zhù
厘定	lí,dìng
厘米	lí,mǐ
狸藻	lí,zǎo
离愁	lí,chóu
离队	lí,duì
离宫	lí,gōng
离婚	lí,hūn
离境	lí,jìng
离开	lí,kāi
离乱	lí,luàn
离谱	lí,pǔ
离弃	lí,qì
离情	lí,qíng
离世	lí,shì
离索	lí,suǒ
离题	lí,tí
离析	lí,xī
离席	lí,xí
离乡	lí,xiāng
离心	lí,xīn
离异	lí,yì
离辙	lí,zhé
离职	lí,zhí
离子	lí,zǐ
骊歌	lí,gē
梨花	lí,huā
梨子	lí,zǐ
嫠妇	lí,fù
黎民	lí,mín
黎明	lí,míng
黎族	lí,zú
罹患	lí,huàn
罹祸	lí,huò
篱笆	lí,bā
篱墙	lí,qiáng
藜芦	lí,lú
黧黑	lí,hēi
蠡测	lí,cè
蠡县	lǐ,xiàn
礼拜	lǐ,bài
礼毕	lǐ,bì
礼宾	lǐ,bīn
礼部	lǐ,bù
礼法	lǐ,fǎ
礼花	lǐ,huā
礼记	lǐ,jì
礼金	lǐ,jīn
礼帽	lǐ,mào
礼貌	lǐ,mào
礼品	lǐ,pǐn
礼聘	lǐ,pìn
礼器	lǐ,qì
礼让	lǐ,ràng
礼俗	lǐ,sú
礼堂	lǐ,táng
礼物	lǐ,wù
礼仪	lǐ,yí
礼遇	lǐ,yù
礼赞	lǐ,zàn
礼制	lǐ,zhì
礼治	lǐ,zhì
李白	lǐ,bái
李渔	lǐ,yú
李子	lǐ,zǐ
里边	lǐ,biān
里层	lǐ,céng
里程	lǐ,chéng
里带	lǐ,dài
里海	lǐ,hǎi
里脊	lǐ,jǐ
里面	lǐ,miàn
里手	lǐ,shǒu
里外	lǐ,wài
里屋	lǐ,wū
里子	lǐ,zǐ
俚歌	lǐ,gē
俚俗	lǐ,sú
理发	lǐ,fà
鲤鱼	lǐ,yú
力促	lì,cù
力挫	lì,cuò
力道	lì,dào
力攻	lì,gōng
力戒	lì,jiè
力矩	lì,jǔ
力克	lì,kè
力偶	lì,ǒu
力气	lì,qì
力求	lì,qiú
力士	lì,shì
力图	lì,tú
力心	lì,xīn
力学	lì,xué
力战	lì,zhàn
力争	lì,zhēng
力主	lì,zhǔ
力作	lì,zuò
历程	lì,chéng
历次	lì,cì
历代	lì,dài
历法	lì,fǎ
历届	lì,jiè
历经	lì,jīng
历久	lì,jiǔ
历来	lì,lái
历历	lì,lì
历练	lì,liàn
历年	lì,nián
历时	lì,shí
历史	lì,shǐ
历世	lì,shì
历书	lì,shū
历险	lì,xiǎn
厉鬼	lì,guǐ
厉害	lì,hài
厉色	lì,sè
厉声	lì,shēng
立案	lì,àn
立春	lì,chūn
立等	lì,děng
立定	lì,dìng
立冬	lì,dōng
立法	lì,fǎ
立方	lì,fāng
立功	lì,gōng
立国	lì,guó
立户	lì,hù
立即	lì,jí
立交	lì,jiāo
立脚	lì,jiǎo
立卷	lì,juàn
立决	lì,jué
立刻	lì,kè
立马	lì,mǎ
立秋	lì,qiū
立时	lì,shí
立式	lì,shì
立嗣	lì,sì
立夏	lì,xià
立宪	lì,xiàn
立言	lì,yán
立业	lì,yè
立意	lì,yì
立志	lì,zhì
立柱	lì,zhù
立足	lì,zú
吏部	lì,bù
吏治	lì,zhì
励志	lì,zhì
呖呖	lì,lì
利弊	lì,bì
利导	lì,dǎo
利钝	lì,dùn
利害	lì,hài
利己	lì,jǐ
利剑	lì,jiàn
利口	lì,kǒu
利禄	lì,lù
利马	lì,mǎ
利民	lì,mín
利器	lì,qì
利钱	lì,qián
利权	lì,quán
利刃	lì,rèn
利润	lì,rùn
利市	lì,shì
利索	lì,suǒ
利他	lì,tā
利息	lì,xī
利益	lì,yì
利用	lì,yòng
利诱	lì,yòu
利于	lì,yú
利嘴	lì,zuǐ
沥沥	lì,lì
沥青	lì,qīng
沥水	lì,shuǐ
例规	lì,guī
例如	lì,rú
例题	lì,tí
例外	lì,wài
例言	lì,yán
例证	lì,zhèng
例子	lì,zi
莅临	lì,lín
栗然	lì,rán
栗色	lì,sè
栗子	lì,zi
砾岩	lì,yán
粒子	lì,zǐ
詈骂	lì,mà
痢疾	lì,jí
连比	lián,bǐ
连城	lián,chéng
连词	lián,cí
连带	lián,dài
连队	lián,duì
连亘	lián,gèn
连贯	lián,guàn
连环	lián,huán
连击	lián,jī
连枷	lián,jiā
连江	lián,jiāng
连接	lián,jiē
连襟	lián,jīn
连理	lián,lǐ
连连	lián,lián
连翘	lián,qiáo
连载	lián,zǎi
怜爱	lián,ài
怜悯	lián,mǐn
怜惜	lián,xī
怜恤	lián,xù
帘布	lián,bù
帘幕	lián,mù
帘子	lián,zi
莲菜	lián,cài
莲都	lián,dū
莲房	lián,fáng
莲花	lián,huā
莲藕	lián,ǒu
莲蓬	lián,péng
莲心	lián,xīn
莲子	lián,zǐ
莲座	lián,zuò
涟波	lián,bō
涟漪	lián,yī
联邦	lián,bāng
联保	lián,bǎo
联播	lián,bō
联队	lián,duì
联防	lián,fáng
联欢	lián,huān
联机	lián,jī
联接	lián,jiē
联军	lián,jūn
联袂	lián,mèi
联盟	lián,méng
联名	lián,míng
联翩	lián,piān
联赛	lián,sài
联手	lián,shǒu
联署	lián,shǔ
联席	lián,xí
联想	lián,xiǎng
联谊	lián,yì
联姻	lián,yīn
联营	lián,yíng
联运	lián,yùn
廉耻	lián,chǐ
廉洁	lián,jié
廉明	lián,míng
廉政	lián,zhèng
廉直	lián,zhí
臁疮	lián,chuāng
镰刀	lián,dāo
脸相	liǎn,xiàng
脸子	liǎn,zǐ
练笔	liàn,bǐ
练兵	liàn,bīng
练达	liàn,dá
练队	liàn,duì
练功	liàn,gōng
练就	liàn,jiù
练武	liàn,wǔ
练习	liàn,xí
炼丹	liàn,dān
炼焦	liàn,jiāo
炼乳	liàn,rǔ
炼铁	liàn,tiě
炼铜	liàn,tóng
炼油	liàn,yóu
炼狱	liàn,yù
炼字	liàn,zì
恋爱	liàn,ài
恋歌	liàn,gē
恋旧	liàn,jiù
恋恋	liàn,liàn
恋念	liàn,niàn
恋情	liàn,qíng
恋群	liàn,qún
恋人	liàn,rén
恋栈	liàn,zhàn
恋战	liàn,zhàn
链轨	liàn,guǐ
链环	liàn,huán
链轮	liàn,lún
链球	liàn,qiú
链子	liàn,zǐ
潋滟	liàn,yàn
良材	liáng,cái
良策	liáng,cè
良辰	liáng,chén
良方	liáng,fāng
良机	liáng,jī
良计	liáng,jì
良久	liáng,jiǔ
良马	liáng,mǎ
良民	liáng,mín
良朋	liáng,péng
良人	liáng,rén
良善	liáng,shàn
良师	liáng,shī
良田	liáng,tián
良宵	liáng,xiāo
良心	liáng,xīn
良性	liáng,xìng
良言	liáng,yán
良药	liáng,yào
良医	liáng,yī
良友	liáng,yǒu
良缘	liáng,yuán
莨绸	liáng,chóu
粮仓	liáng,cāng
粮草	liáng,cǎo
粮道	liáng,dào
粮店	liáng,diàn
粮荒	liáng,huāng
粮库	liáng,kù
粮秣	liáng,mò
粮饷	liáng,xiǎng
粮栈	liáng,zhàn
粮站	liáng,zhàn
两岸	liǎng,àn
两边	liǎng,biān
两抵	liǎng,dǐ
两端	liǎng,duān
两汉	liǎng,hàn
两湖	liǎng,hú
两极	liǎng,jí
两晋	liǎng,jìn
两肋	liǎng,lèi
两立	liǎng,lì
两利	liǎng,lì
两面	liǎng,miàn
两讫	liǎng,qì
两清	liǎng,qīng
两全	liǎng,quán
两手	liǎng,shǒu
